무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
G7648,경기도,수원시,일반국도,1번,경수대로,2,경기도 수원시 장안구 경수대로 971,경기도 수원시 장안구 송죽동 495,37.30412591,127.004532,대동우물사거리(파장동→수원종합운동장),2,50,,,,2021,경기도남부경찰청,031-888-3952,2023-08-01
G8028,경기도,수원시,시도,,화양로,2,경기도 수원시 팔달구 화양로 56,경기도 수원시 팔달구 화서동 273-5,37.282929,126.9963302,화양초교삼거리 어린이보호구역(KT&G수원지사→화서오거리),2,30,,,,2021,경기도남부경찰청,031-888-3952,2023-08-01
G8029,경기도,수원시,시도,,인계로,1,경기도 수원시 영통구 인계로 240,경기도 수원시 영통구 매탄동 883,37.26448003,127.0435831,매탄초등학교 앞 어린이보호구역(KBS수원센터→삼성전기),2,30,,,,2021,경기도남부경찰청,031-888-3952,2023-08-01
G8030,경기도,수원시,시도,,여기산로,2,경기도 수원시 권선구 여기산로 24,경기도 수원시 권선구 서둔동 260-99,37.2796703,126.9787488,구운초교 앞 삼거리 어린이보호구역(삼환아파트→웃거리사거리,2,30,,,,2021,경기도남부경찰청,031-888-3952,2023-08-01
G8031,경기도,수원시,시도,,금곡로140번길,1,,경기도 수원시 권선구 금곡동 1159,37.27257254,126.945415,중촌초교 앞 어린이보호구역(극동스타클래스아파트→칠보고교),2,30,,,,2021,경기도남부경찰청,031-888-3952,2023-08-01
G8648,경기도,수원시,일반국도,43번,창룡대로,1,,경기도 수원시 장안구 연무동 산 17-10,37.2920676,127.029602,퉁소바위사거리(창룡문사거리→경기남부경찰청),2,50,,,,2021,경기도남부경찰청,031-888-3952,2023-08-01
G8673,경기도,수원시,일반국도,42번,덕영대로,2,,경기도 수원시 권선구 권선동 1266,37.247921,127.027888,권선아이파크9단지 901동 앞 어린이보호구역(선일초교)(경희,2,50,,,,2021,경기도남부경찰청,031-888-3952,2023-08-01
G8674,경기도,수원시,시도,,서호동로,1,경기도 수원시 권선구 서호동로 14,경기도 수원시 권선구 서둔동 45-45,37.26805438,126.989977,서진프라자원 앞 어린이보호구역(서호초교)(농대교→수원역),2,30,,,,2021,경기도남부경찰청,031-888-3952,2023-08-01
G8792,경기도,수원시,일반국도,1번,경수대로,2,경기도 수원시 권선구 세권로 158,,37.256178,127.0217709,세권사거리(경기도 수원시청→오산),2,50,,,,2021,경기도남부경찰청,031-888-3952,2023-08-01
G8793,경기도,수원시,일반국도,42번,덕영대로,1,경기도 수원시 권선구 덕영대로 1126,경기도 수원시 권선구 세류동 1126,37.25188382,127.014389,세류고가 위 횡단보도(수원역→경희대학교),2,50,,,,2021,경기도남부경찰청,031-888-3952,2023-08-01
G8794,경기도,수원시,시도,,삼성로,2,,경기도 수원시 영통구 원천동 248-2,37.264535,127.0614602,큰우물사거리(영덕동→망포동),2,50,,,,2021,경기도남부경찰청,031-888-3952,2023-08-01
H0688,경기도,수원시,시도,,창룡대로103번길,1,경기도 수원시 팔달구 창룡대로103번길 60,경기도 수원시 팔달구 매향동 7-1,37.28730746,127.0219242,연무초교 앞 (삼일상고 → 창룡문),1,30,,,,2021,경기도남부경찰청,031-888-3952,2023-08-01
H1375,경기도,수원시,시도,,향교로,1,경기도 수원시 팔달구 향교로 93,경기도 수원시 팔달구 매산로3가 15,37.27214613,127.0107555,매산초교 앞 어린이보호구역(수원세무서 → 팔달문),1,30,,,,2021,경기도남부경찰청,031-888-3952,2023-08-01
H1394,경기도,수원시,시도,,삼성로,1,,경기도 수원시 영통구 매탄동 436-72,37.25763221,127.0564999,SDS삼거리 (신동사거리 → 삼성삼거리),2,50,,,,2021,경기도남부경찰청,031-888-3952,2023-08-01
H1652,경기도,수원시,시도,,수성로258,1,,경기도 수원시 장안구 영화동 369-2,37.2873498,127.0044442,화홍초등학교 앞 어린이보호구역(정자시장→화서문),1,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H1779,경기도,수원시,시도,,이목로,1,,경기도 수원시 장안구 정자동 588-16,37.310264,126.98378,정자동주교좌성당 앞(노송지구대→율목교),2,50,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H1780,경기도,수원시,일반국도,43번,창룡대로,1,,경기도 수원시 장안구 연무동 산 14-2,37.293245,127.033932,경기남부경찰청사거리 장애인보호구역(동수원IC→창룡문사거리,2,50,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H1781,경기도,수원시,시도,,서부로,1,,경기도 수원시 장안구 율전동 468,37.292849,126.969842,율전삼성1단지아파트 입구(성대역→서수원터미널),2,50,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H1782,경기도,수원시,시도,,효원로94번길,1,,경기도 수원시 권선구 세류동 97-18,37.265264,127.011536,수성교회 앞 어린이보호구역(세류초교)(매교동→윗버드내사거리,2,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H2196,경기도,수원시,시도,,탑동로,2,,경기도 수원시 권선구 탑동 766-6,37.273372,126.974337,탑동초교 앞 사거리 어린이보호구역(탑동중앙사거리→하구운사거리,1,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H2197,경기도,수원시,시도,,세지로,2,,경기도 수원시 팔달구 지동 123-109,37.277393,127.023931,지동초교 앞 교차로 어린이보호구역(지동사거리→못골중앙사거,1,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H3642,경기도,수원시,시도,,율전로,1,경기도 수원시 장안구 율전로 113,,37.299204,126.969224,율전초교 어린이보호구역(율전지하차도→입북동),1,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H3643,경기도,수원시,시도,,이목로,1,경기도 수원시 장안구 이목로 24-35,,37.308061,126.987306,다솔초교 앞 어린이보호구역(파장동→장안힐스테이트아파트),1,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H4152,경기도,수원시,시도,,고현로,1,경기도 수원시 권선구 고현로 12,,37.248908,126.987473,고현초교 앞 단일로 어린이보호구역(고색파출소→중보들공원),1,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H4153,경기도,수원시,시도,,영통로514번길,1,경기도 수원시 영통구 영통로518,,37.264745,127.07792,황곡초교삼거리 앞 어린이보호구역(황골사거리→ 청명센트럴빌아,2,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H4154,경기도,수원시,시도,,당진로,2,경기도 수원시 권선구 당진로 6,,37.290293,126.94028,당수초교 앞 사거리 어린이보호구역(당수IC→당수초교),1,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H4155,경기도,수원시,시도,,동탄원천로2,2,,경기도 수원시 권선구 권선동 1325,37.246534,127.039018,써미트빌아파트 212동 앞 어린이보호구역(곡반초교)(동탄→영통구청),2,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H4161,경기도,수원시,시도,,만석로,1,경기도 수원시 장안구 대평로 111,,37.298475,126.991067,대평초교사거리 어린이보호구역(만석공원→동남보건대학교),2,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H4506,경기도,수원시,시도,,일월천로16번길,2,,경기도 수원시 권선구 구운동 891,37.283631,126.975128,일월초교 정문 앞 어린이보호구역(서경기도 수원시외버스터미널→일월1공원),2,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H4507,경기도,수원시,시도,,매곡로,2,,경기도 수원시 권선구 금곡동 1144,37.27049,126.953813,일신건영아파트 앞 어린이보호구역(칠보초교)(호매실동쌍용아파트→어울림공원),2,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H4508,경기도,수원시,시도,,서수원로,1,,경기도 수원시 권선구 금곡동 522-1,37.274787,126.934882,LG빌리지4단지 401동 앞 어린이보호구역(상촌초교)(가온초교→상촌초교),1,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H5163,경기도,수원시,시도,,수원북부순환로,2,,경기도 수원시 영통구 이의동 701-4,37.3041667,127.0432913,광교IC 500m 전(북수원→용인),2,80,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H5164,경기도,수원시,시도,,수원북부순환로,1,,경기도 수원시 영통구 이의동 산 13-99,37.2995501,127.0569461,이의터널 입구(용인→북수원),2,80,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H5165,경기도,수원시,시도,,수원북부순환로,1,,경기도 수원시 장안구 하광교동 198,37.3133939,127.0214892,조원IC 전 200m 지점(광교→북수원),2,80,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H5180,경기도,수원시,시도,,수원북부순환로,2,,경기도 수원시 장안구 하광교동 249-3,37.3138771,127.0269849,신광교터널 입구(북수원→광교),2,80,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H3163,경기도,수원시,일반국도,43번,창룡대로,2,,경기도 수원시 장안구 연무동 260-44,37.2916165,127.0273393,평생학습관 사거리(동수원IC→창룡문사거리),2,50,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H7377,경기도,수원시,시도,,광교로,1,,경기도 수원시 영통구 이의동 470,37.3016427,127.0510026,광교IC진입로(수지→광교),2,50,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H6733,경기도,수원시,시도,,태평로52번길,2,,경기도 수원시 장안구 정자동 906,37.2937669,126.9960318,명인초교 정문 어린이보호구역(두견마을3단지→장안고사거리),1,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H6734,경기도,수원시,시도,,정자천로,2,,경기도 수원시 장안구 정자동 899,37.2911533,126.990459,송림초등학교 어린이보호구역(한마루사거리→고양삼거리),2,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H6735,경기도,수원시,시도,,대평로,2,,경기도 수원시 장안구 정자동 893,37.2954181,126.990252,동신초사거리 어린이보호구역(동신초교)(대평고등학교→중부경찰서),2,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H6736,경기도,수원시,시도,,대평로,1,,경기도 수원시 장안구 정자동 892,37.2952486,126.992993,대평초교 사거리 어린이보호구역(다솔초교→두견사거리),2,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H6737,경기도,수원시,시도,,정자로19번길,2,,경기도 수원시 장안구 천천동 570-2,37.3001348,126.9785485,천일초교 사거리 어린이보호구역(샘터삼거리→천천중학교),2,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H6738,경기도,수원시,시도,,율전로,1,,경기도 수원시 장안구 율전동 497,37.2995732,126.9694808,율전초교 정문 어린이보호구역(이안아파트→성균관대역),1,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H6739,경기도,수원시,시도,,금당로,2,,경기도 수원시 장안구 조원동 791,37.3013654,127.0174636,조원초교 정문 앞 어린이보호구역(중부경찰서어린이집→수성초교),1,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H6934,경기도,수원시,시도,,덕영대로697번길2,2,,경기도 수원시 팔달구 화서동 666,37.2853297,126.9926908,화서주공4단지입구 어린이보호구역(숙지초교)(화서역→고양골사거리),2,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H6976,경기도,수원시,일반국도,42번,중부대로,2,,경기도 수원시 영통구 원천동 147-3,37.2713588,127.0581908,한샘삼거리(원천교사거리→관터사거리),2,50,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H6977,경기도,수원시,시도,,광교호수공원로,2,,경기도 수원시 영통구 원천동 589-1,37.2781532,127.0668599,광교호수초교 어린이보호구역(수원남부서→광교중앙역),2,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H6978,경기도,수원시,시도,,수일로,1,경기도 수원시 장안구 수일로 185,,37.3082905,127.0101539,송원초교 어린이보호구역(경기과학고→주안말사거리),2,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H6979,경기도,수원시,시도,,정자천로32번길,2,경기도 수원시 팔달구 정자천로32번길 55,,37.2870334,126.9831859,율현초교 어린이보호구역(율현초교삼거리→정천중삼거리),2,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H6980,경기도,수원시,시도,,천천로21번길,2,경기도 수원시 장안구 천천로21번길 11,,37.2935542,126.9868257,효천초교 어린이보호구역(효천초교사거리→비단마을사거리),2,30,,,,2022,경기도남부경찰청,031-888-3952,2023-08-01
H8008,경기도,수원시,시도,,동탄원천로,1,,경기도 수원시 권선구 곡반정동 624,37.239004,127.036406,수원하늘채 225동 맞은편 (동탄 → 권선지하차도),2,60,,,,2023,경기도남부경찰청,031-888-3952,2023-08-01
H8029,경기도,수원시,일반국도,43번,창룡대로,2,,경기도 수원시 영통구 이의동 1241-6,37.29543,127.04894,광교사거리 (광교상현IC → 경기대후문사거리),2,60,,,,2023,경기도남부경찰청,031-888-3952,2023-08-01
H8081,경기도,수원시,시도,,매송고색로,2,,경기도 수원시 권선구 고색동 384-8,37.250805,126.980506,고색초등학교 앞 (작은말사거리 → 고색사거리),2,30,,,,2023,경기도남부경찰청,031-888-3952,2023-08-01
H8082,경기도,수원시,시도,,권광로27번길,1,,경기도 수원시 권선구 권선동 1199,37.251095,127.024767,곡선초등학교 (세류문화길삼거리 → 곡선초교사거리),1,30,,,,2023,경기도남부경찰청,031-888-3952,2023-08-01
H8083,경기도,수원시,시도,,세권로,2,,경기도 수원시 권선구 권선동 1283-13,37.251794,127.038285,명당초등학교 (화홍고등학교 → 온수골삼거리),2,30,,,,2023,경기도남부경찰청,031-888-3952,2023-08-01
H8084,경기도,수원시,시도,,산남로,2,,경기도 수원시 영통구 매탄동 111-164,37.270423,127.049329,산남초교정문 (KT매탄빌딩 → 매탄4동행정복지센터),1,30,,,,2023,경기도남부경찰청,031-888-3952,2023-08-01
H8085,경기도,수원시,시도,,영통로,1,,경기도 수원시 영통구 영통동 1057-1,37.264614,127.077732,황곡초교삼거리 (청명중학교 → 중부대로),2,30,,,,2023,경기도남부경찰청,031-888-3952,2023-08-01
H8086,경기도,수원시,시도,,봉영로1744번길,2,,경기도 수원시 영통구 영통동 1091,37.264608,127.084541,청명초교 정문 앞 (천주교영통영덕성당 → 황골사거리),2,30,,,,2023,경기도남부경찰청,031-888-3952,2023-08-01
H8087,경기도,수원시,시도,,덕영대로 1673번길,2,,경기도 수원시 영통구 영통동 988-4,37.248275,127.074181,영일초등학교 (수원출입국 → 덕영대로),1,30,,,,2023,경기도남부경찰청,031-888-3952,2023-08-01
